Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDH14,17.1,0.046881328,Canned,141.3838,OUT049,1999,1685.8056,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF26,6.825,0.078057026,Canned,154.5998,OUT010,1998,153.7998,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDU24,6.78,0.140955857,Baking Goods,92.212,OUT017,2007,4101.328,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX11,16.0,0.107186944,Baking Goods,181.9634,OUT018,2009,3453.5046,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF35,15.0,0.153960209,Starchy Foods,105.9938,OUT035,2004,1179.1318,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCC43,7.39,0.093160853,Household,251.3066,OUT018,2009,1004.0264,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDG29,17.6,0.05629192,Frozen Foods,42.5454,OUT046,1997,419.454,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS44,12.65,0.15604396,Fruits and Vegetables,239.6538,OUT046,1997,3845.6608,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ10,17.85,0.044463491,Snack Foods,127.102,OUT046,1997,2024.032,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC52,11.15,0.00827301,Dairy,150.4708,OUT013,1987,1956.1204,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRL35,15.7,0.030697825,Hard Drinks,42.877,OUT035,2004,1168.479,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCP55,14.65,0.0088731735,Others,56.4614,OUT010,1998,55.2614,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDV38,19.25,0.101281,Dairy,55.0956,OUT027,1985,2020.0372,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL44,18.25,0.012300013,Fruits and Vegetables,160.4894,OUT045,2002,3073.9986,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ47,20.7,0.0633820348,Baking Goods,98.7042,OUT017,2007,1884.8798,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT45,15.85,0.057313443,Snack Foods,53.3956,OUT046,1997,1364.89,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDN23,6.575,0.075625152,Breads,145.7444,OUT049,1999,3193.1768,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCP43,17.75,0.030568919,Others,177.866,OUT045,2002,2336.958,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRJ24,11.8,0.198424841,Soft Drinks,185.2924,OUT019,1985,370.1848,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDA02,14.0,0.029578726,Dairy,143.5786,OUT027,1985,3756.4436,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH33,12.85,0.213125482,Snack Foods,44.9428,OUT019,1985,175.7712,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDF56,16.7,0.120137953,Fruits and Vegetables,181.2976,OUT017,2007,3078.6592,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN26,10.85,0.028679894,Household,115.1808,OUT046,1997,2109.2544,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDD22,10.0,0.099804623,Snack Foods,113.7544,OUT049,1999,3243.7776,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU15,13.65,0.044526443,Meat,37.9532,OUT010,1998,71.9064,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB41,19.0,0.162882227,Frozen Foods,46.8718,OUT010,1998,189.0872,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ35,9.6,0.022404493,Breads,102.499,OUT017,2007,2579.975,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT60,12.0,0.075975642,Baking Goods,124.1388,OUT017,2007,1486.0656,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE51,5.925,0.09644909,Dairy,43.8086,OUT035,2004,312.2602,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCQ06,13.0,0.041816615,Household,254.5014,OUT035,2004,4845.0266,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS28,8.18,0.08286768900000001,Frozen Foods,58.5588,OUT017,2007,171.7764,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH32,12.8,0.076214289,Fruits and Vegetables,96.541,OUT045,2002,1834.279,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW37,19.2,0.124301968,Canned,89.7488,OUT045,2002,2082.6224,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY33,14.5,0.097201128,Snack Foods,159.4262,OUT046,1997,2705.1454,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF17,5.19,0.042861968,Frozen Foods,196.811,OUT017,2007,3731.809,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG56,13.3,0.0713931,Fruits and Vegetables,61.0536,OUT013,1987,1592.5936,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCB18,19.6,0.041256807,Household,88.8514,OUT013,1987,2125.2336,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDU14,17.75,0.034746076,Dairy,248.275,OUT035,2004,998.7,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU22,12.35,0.093441604,Snack Foods,119.1124,OUT049,1999,3673.8844,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCV41,14.35,0.017024598000000002,Health and Hygiene,109.8228,OUT013,1987,2099.9332,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY52,6.365,0.007363189,Frozen Foods,63.2536,OUT045,2002,1225.072,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRG48,5.78,0.014484582,Soft Drinks,143.9102,OUT027,1985,3062.0142,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDU01,20.25,0.011937183,Canned,184.7924,OUT027,1985,4442.2176,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCP53,14.75,0.032862976,Health and Hygiene,238.6906,OUT013,1987,4278.4308,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC17,12.15,0.015484763,Frozen Foods,211.9928,OUT049,1999,631.1784,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCZ30,6.59,0.026163192,Household,121.5098,OUT013,1987,602.549,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK03,12.6,0.073920438,Dairy,255.6356,OUT046,1997,2797.6916,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE08,18.2,0.08635240300000001,Fruits and Vegetables,149.8734,OUT019,1985,445.4202,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCM07,9.394999999999998,0.03976832,Others,83.9908,OUT027,1985,2348.9424,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDY35,17.6,0.015950066000000002,Breads,47.7402,OUT027,1985,1975.4286,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS28,8.18,0.082002559,Frozen Foods,59.2588,OUT027,1985,1374.2112,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI56,7.325,0.093307668,Fruits and Vegetables,92.7146,OUT013,1987,2006.7212,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR23,15.85,0.143199389,Breads,175.83700000000005,OUT019,1985,352.874,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDF29,15.1,0.019965179,Frozen Foods,130.531,OUT049,1999,908.817,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA47,10.5,0.116108797,Baking Goods,164.12099999999995,OUT027,1985,6035.477,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI10,8.51,0.07833908099999999,Snack Foods,172.9422,OUT013,1987,1379.5376,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC45,17.0,0.237651344,Fruits and Vegetables,170.2106,OUT019,1985,171.1106,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDA27,20.35,0.031102571,Dairy,257.2672,OUT017,2007,2045.3376,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCR41,17.85,0.018097419,Health and Hygiene,96.9094,OUT018,2009,1332.9316,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDR09,18.25,0.078041216,Snack Foods,258.4962,OUT018,2009,2848.9582,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB06,17.6,0.08226356,Health and Hygiene,160.49200000000005,OUT013,1987,1278.336,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDE53,10.895,0.026880159,Frozen Foods,106.428,OUT046,1997,1491.392,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRE27,11.85,0.222063351,Dairy,99.6726,OUT010,1998,195.7452,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NCA06,20.5,0.142589751,Household,35.91900000000001,OUT027,1985,585.904,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDL56,14.1,0.126292985,Fruits and Vegetables,88.6198,OUT018,2009,1133.8574,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT09,15.15,0.012260981,Snack Foods,131.7284,OUT035,2004,1186.4556,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRH03,17.25,0.05869048,Dairy,91.612,OUT010,1998,93.212,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NCQ53,17.6,0.018982338,Health and Hygiene,237.05900000000003,OUT018,2009,2836.308,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCT18,14.6,0.059405152,Household,179.6976,OUT046,1997,3621.952,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDL43,10.1,0.027059264,Meat,76.467,OUT035,2004,1761.0410000000004,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ53,10.5,0.071244438,Frozen Foods,119.2098,OUT035,2004,1325.6078,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCQ02,12.6,0.007455054,Household,186.9556,OUT035,2004,3942.8676,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCJ05,18.7,0.046088273,Health and Hygiene,153.6682,OUT046,1997,3506.7686,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT40,5.985,0.096185556,Frozen Foods,127.1678,OUT018,2009,3560.6984,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA48,12.1,0.11487406,Baking Goods,221.4114,OUT046,1997,5099.3622,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV37,13.0,0.08364371599999999,Canned,196.0426,OUT049,1999,2570.6538,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX07,19.2,0.022965292,Fruits and Vegetables,181.695,OUT045,2002,2563.33,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRG48,5.78,0.014584584,Soft Drinks,146.3102,OUT045,2002,2187.153,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDF44,7.17,0.059716729,Fruits and Vegetables,130.9968,OUT035,2004,2348.9424,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS24,20.85,0.06222447900000001,Baking Goods,88.1514,OUT046,1997,1682.4766,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ50,18.75,0.034360687,Household,215.7218,OUT049,1999,4274.436,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT25,7.5,0.050708743,Canned,123.4072,OUT013,1987,3185.1872,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDO03,10.395,0.036957777,Meat,230.5352,OUT045,2002,4580.7040000000015,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ55,12.8,0.023530953,Meat,223.5404,OUT046,1997,1800.3232,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDM36,11.65,0.058681957,Baking Goods,170.4422,OUT013,1987,517.3266,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM21,20.2,0.064728148,Snack Foods,258.0646,OUT017,2007,5668.6212,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK58,11.35,0.037970071,Snack Foods,103.0016,OUT035,2004,2125.2336,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD26,8.71,0.120773451,Canned,186.5924,OUT010,1998,555.2772,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW57,8.31,0.115911972,Snack Foods,177.3028,OUT045,2002,1948.1308,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT32,19.0,0.10985775,Fruits and Vegetables,188.8214,OUT010,1998,188.4214,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDT25,7.5,0.050853900999999986,Canned,121.7072,OUT045,2002,367.5216,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB19,6.525,0.090295708,Household,84.6882,OUT046,1997,601.2174,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDD05,19.35,0.029084548,Frozen Foods,122.0098,OUT019,1985,361.5294,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCE54,20.7,0.026769592,Household,77.0354,OUT027,1985,2332.2974,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDO39,6.985,0.137580452,Meat,182.8608,OUT049,1999,4042.7376,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCV06,11.3,0.066816565,Household,192.2478,OUT045,2002,1356.2346,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRB13,6.115,0.01179078,Soft Drinks,189.053,OUT010,1998,948.765,15,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDX51,9.5,0.036921781,Meat,194.2452,OUT010,1998,782.9808,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC38,15.7,0.122742389,Canned,134.2942,OUT045,2002,1192.4478,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD04,16.0,0.089971292,Dairy,143.2154,OUT046,1997,1701.7848,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC05,13.1,0.099186992,Frozen Foods,198.7768,OUT018,2009,3153.2288,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRJ59,11.65,0.018327912666666668,Hard Drinks,39.0164,OUT027,1985,1042.6428,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDL22,16.85,0.036596012,Snack Foods,90.6488,OUT017,2007,633.8416,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRH13,8.575,0.041821227,Soft Drinks,107.628,OUT019,1985,213.056,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDV22,14.85,0.016635488,Snack Foods,157.563,OUT010,1998,312.926,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP07,18.2,0.090084098,Fruits and Vegetables,197.211,OUT045,2002,3142.576,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK27,11.0,0.008960445,Meat,119.1756,OUT049,1999,1696.4584,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDP31,21.1,0.162418495,Fruits and Vegetables,64.9168,OUT017,2007,639.168,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCI54,15.2,0.056237906,Household,110.7912,OUT010,1998,109.1912,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DRK35,8.365,0.071498575,Hard Drinks,37.7506,OUT027,1985,796.9626,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCO07,9.06,0.009791467,Others,213.256,OUT049,1999,4687.232,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDN31,11.5,0.072820885,Fruits and Vegetables,191.253,OUT013,1987,3036.048,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCO02,11.15,0.07335428599999999,Others,66.8142,OUT035,2004,2372.9112,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDQ26,13.5,0.068010049,Dairy,57.2562,OUT045,2002,770.3306,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ07,15.1,0.087406863,Fruits and Vegetables,221.8456,OUT046,1997,663.1368,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB49,8.3,0.030198228,Baking Goods,98.2384,OUT049,1999,2167.8448,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY44,14.15,0.024442501,Fruits and Vegetables,196.411,OUT049,1999,2749.754000000001,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCI54,15.2,0.033436336000000004,Household,107.3912,OUT027,1985,3057.3536,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDV44,8.365,0.039844429,Fruits and Vegetables,190.1188,OUT046,1997,1904.188,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI48,11.85,0.055805027,Baking Goods,53.0666,OUT049,1999,512.6659999999998,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCL05,19.6,0.047888605999999986,Health and Hygiene,42.277,OUT035,2004,605.878,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDT32,19.0,0.065735977,Fruits and Vegetables,189.6214,OUT049,1999,2826.321,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM10,18.25,0.07608971099999999,Snack Foods,212.9218,OUT049,1999,3846.9924,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS21,19.85,0.020908608,Snack Foods,63.5194,OUT049,1999,557.2746,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD11,12.85,0.030678825,Starchy Foods,251.704,OUT045,2002,3542.056,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL04,19.0,0.111381428,Frozen Foods,106.7622,OUT027,1985,2964.1416,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO58,19.6,0.039738393,Snack Foods,163.7526,OUT018,2009,2960.1468,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ08,15.7,0.01903743,Fruits and Vegetables,60.5536,OUT017,2007,490.0288,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT28,13.3,0.06356617,Frozen Foods,151.3708,OUT046,1997,3611.2992,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT22,10.395,0.112553853,Snack Foods,59.022,OUT018,2009,1378.206,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB58,10.5,0.013493914,Snack Foods,143.7154,OUT035,2004,3119.9388,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN45,19.35,0.118102769,Snack Foods,224.8088,OUT046,1997,2013.3792,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ45,14.1,0.06682033,Snack Foods,198.9084,OUT013,1987,4761.8016,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ38,8.6,0.040205535,Canned,188.753,OUT046,1997,7590.12,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCT06,17.1,0.038816115,Household,166.4842,OUT045,2002,1326.2736,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU21,11.8,0.076348933,Snack Foods,32.8558,OUT027,1985,713.0718,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCP30,20.5,0.032819637,Household,38.9822,OUT049,1999,982.055,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDR27,15.1,0.096249842,Meat,134.4942,OUT049,1999,2119.9072,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW39,6.69,0.03537192866666666,Meat,176.937,OUT017,2007,4234.488,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRZ24,7.535,0.049190467800000005,Soft Drinks,121.044,OUT027,1985,2396.88,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDK21,7.905,0.010003987,Snack Foods,250.7408,OUT013,1987,5757.8384,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ04,18.0,0.124452048,Frozen Foods,118.5124,OUT046,1997,1303.6364,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ13,7.84,0.154363209,Canned,50.835,OUT017,2007,599.22,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDS16,15.15,0.066551268,Frozen Foods,144.67600000000004,OUT017,2007,3954.852,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
